show_id,type,title,release_year,rating,duration,listed_in, description 
80994575,Movie,Cappuccino,2017,TV-14,126 min,Comedies, Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha  a woman he soon falls in love with. 
60036112,Movie,Chalte Chalte,2003,TV-PG,166 min,Dramas, Priya and Raj are polar opposites. Raj is brash and earthy  while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water  but nonetheless  they dare to fall in love. 
80994424,Movie,Chicken Kokkachi,2017,TV-14,113 min,Comedies, In the wake of his sister's marriage  a young middle-class man leaves his village and learns that supporting one's self is easier said than done. 
80997402,Movie,Counterfeiting in Suburbia,2018,TV-14,88 min,Dramas, Two teenagers print counterfeit money in their high school art room  but things go terribly wrong when their debt-ridden teacher becomes suspicious. 
80994423,Movie,Daffedar,2017,TV-PG,151 min,Dramas, A retired government worker continues to dedicate himself to public service  but his principled ways soon clash with those of his extravagant sons. 
80236278,Movie,Deewana Main Deewana,2013,TV-14,107 min,Comedies, A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her. 
80217136,Movie,Dream Big: Engineering Our World,2017,TV-G,42 min,Documentaries, Narrated by Jeff Bridges  this compelling documentary examines some incredible achievements of engineering from across the globe. 
80115118,Movie,Duck Butter,2018,TV-MA,94 min,Dramas, Wary of dishonesty in relationships  two young women embark on a 24-hour experiment on intimacy  but their romance flounders as the clock winds down. 
80180851,Movie,Gemini,2018,TV-PG,130 min,Dramas, Despite growing up with traits that set her apart from her peers  a young adopted girl discovers her gift when she takes an interest in spelling bees. 
80236279,Movie,I Am Kalam,2010,TV-PG,87 min,Children & Family Movies, An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education. 
80994573,Movie,Kaviyude Osyath,2017,TV-PG,116 min,Dramas, When a late poet leaves behind his property to a young man  the man's brother suspects the poet may have been more than just a family friend. 
70057519,Movie,Loving Annabelle,2006,TV-MA,77 min,Dramas, An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student. 
80994425,Movie,Ma Chu Ka,2017,TV-14,117 min,International Movies, The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception. 
60029032,Movie,Melvin Goes to Dinner,2003,R,84 min,Comedies, When Melvin and his friends gather for dinner  their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves. 
81002211,Movie,My Birthday Song,2018,TV-14,92 min,Dramas, After a wild night of impulse and infidelity  advertising executive Rajiv Kaul must navigate the blurred lines between life  death  fact and fiction. 
70062158,Movie,Namastey London,2007,TV-PG,130 min,Dramas," To her Indian parents' dismay  London-born Jasmeet ""Jazz"" Malhotra longs for everything Western  including her British boyfriend. On a family trip to India  her father arranges Jazz's nuptials to Arjun Ballu Singh  who's smitten with his new bride. "
80996343,Movie,Our Shining Days,2017,TV-PG,103 min,Comedies, In a battle of the bands  a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon. 
80994419,Movie,Paathi,2017,TV-MA,89 min,Dramas, A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner. 
80994426,Movie,Pareeth Pandaari,2017,TV-PG,109 min,Dramas, As the parents of three unmarried daughters  a humble cook and his wife contend with the challenges of matchmaking and social expectations. 
80994574,Movie,Paulettante Veedu,2016,TV-14,104 min,Dramas, A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family  particularly his daughter. 
70125939,Movie,Paying Guests,2009,TV-14,114 min,Comedies, Desperate for a place to live  twentysomething bachelors Parikshit  Jayesh  Parag and Bhavesh finally locate a house to rent  only to learn that the landlords will consider married applicants only. 
80994420,Movie,Sarvopari Palakkaran,2017,TV-14,133 min,Dramas, In the course of a human trafficking investigation  a conservative cop crosses paths with an artist-activist in a clash of worldviews. 
70205125,Movie,Secret,2007,TV-PG,101 min,Dramas, Enchanted by a pretty pianist and the haunting melody she plays  a musical prodigy falls in love. But a secret soon threatens to derail their romance. 
70034610,Movie,Socha Na Tha,2005,TV-PG,137 min,Comedies, An arranged marriage becomes a friendship for Viren and Aditi  who aren't in love – until they begin having unexpected feelings for each other. 
80992111,Movie,Soul Robbers,2015,TV-MA,88 min,Horror Movies, During Mexico's War of Independence  a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters. 
80222256,Movie,The Feels,2018,TV-MA,88 min,Comedies, During their bachelorette weekend  a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm. 
80206917,Movie,The Music of Silence,2017,TV-PG,115 min,Dramas, Based on the autobiography by tenor Andrea Bocelli  this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame. 
80176064,Movie,The Redeemed and the Dominant: Fittest on Earth,2017,TV-14,120 min,Documentaries, Questions about endurance  doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games. 
80994421,Movie,Theeram,2017,TV-14,104 min,Dramas, An auto rickshaw driver harbors a deep affection for a young woman  but his troubled past threatens to stand between them. 
70098332,Movie,Traitor,2008,PG-13,114 min,Dramas, An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions. 
80236280,Movie,Tum Milo Toh Sahi,2010,TV-PG,128 min,Comedies, An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications. 
80994572,Movie,Viswasapoorvam Mansoor,2017,TV-14,125 min,Dramas, When a mother and her daughter arrive to stay in his home in Kerala  a young Muslim man becomes torn between love  faith and clashing political views. 
80217135,Movie,We| the Marines,2017,TV-PG,38 min,Documentaries, Narrated by actor and former Marine Gene Hackman  this documentary showcases the experience of becoming a member of the US Marine Corps. 
80996349,Movie,What a Wonderful Family!,2017,TV-PG,102 min,Comedies, In a large family living under one roof  a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary. 
80217120,Movie,What We Started,2017,TV-MA,96 min,Documentaries, DJs and industry insiders offer a backstage pass to the world of electronic dance music  reflecting on its radical origins and the future of the genre. 
80993648,Movie,Zoo,2018,TV-MA,94 min,Dramas, A drug dealer starts having doubts about his trade as his brother  his client  and two rappers from the slums each battle their own secret addictions. 
70306701,Movie,1 Chance 2 Dance,2014,TV-PG,89 min,Dramas, When an aspiring dancer is uprooted during her senior year of high school  she finds herself torn between two boys – and with one shot at her dream. 
80178940,Movie,10 jours en or,2012,TV-PG,97 min,Comedies, When a carefree bachelor is unexpectedly left in charge of a young boy  the two embark on a road trip that will change both of their lives. 
70290905,Movie,A 2nd Chance,2011,PG,95 min,Children & Family Movies, A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach  she has the chance to win a spot on the national team. 
80167699,Movie,Albion: The Enchanted Stallion,2016,TV-PG,106 min,Children & Family Movies, After a magical horse transports her to a fantasy world ruled by an evil general  a brave girl sets out to save the land once and for all. 
80158390,Movie,Amrapali,1966,TV-PG,116 min,Dramas, In the age of Buddha and his philosophy of nonviolence  a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves. 
80184770,Movie,Black Snow,2017,TV-MA,91 min,Dramas, An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property. 
80191358,Movie,Bruno and Boots: The Wizzle War,2017,TV-PG,90 min,Children & Family Movies, Fed up with weird dress codes and wacky punishments  the students of neighboring schools face off against two recently hired oddball authoritarians. 
80190946,Movie,Hans Teeuwen: Real Rancour,2018,TV-MA,86 min,Stand-Up Comedy, Comedian Hans Teeuwen rebels against political correctness  proclaims himself Britain's moral leader and takes on Donald Trump. 
80107948,Movie,Here Alone,2016,TV-MA,97 min,Horror Movies, When she finally encounters two other survivors  a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions. 
80094964,Movie,Ho Mann Jahaan,2015,TV-PG,170 min,Dramas, Three friends in modern-day Karachi navigate their post-college lives  while struggling to balance their passion for music with familial obligations. 
80158481,Movie,Lal Patthar,1971,TV-PG,153 min,Classic Movies, A vain  self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman. 
70299811,Movie,Liar's Dice,2013,TV-MA,104 min,Dramas, A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband. 
70229498,Movie,Players,2012,TV-14,162 min,Action & Adventure, Learning of a fortune in gold being secretly shipped to Romania  master thieves Charlie and Riya assemble a crack team to steal it. 
20257393,Movie,Professor,1962,TV-PG,163 min,Comedies, A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt. 
80093106,Movie,The Invisible Guest,2016,TV-14,106 min,International Movies, After waking next to his now-dead lover in a hotel room  a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect. 
80171528,Movie,Tik Tok,2016,TV-MA,108 min,Dramas, A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster. 
80187467,Movie,Waar,2013,TV-MA,130 min,Action & Adventure, When Pakistani authorities learn of a looming terrorist strike  they ask a retired intelligence officer to counter the attack before it's too late. 
80187323,Movie,Wrong No.,2015,TV-14,133 min,Comedies, Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones. 
80157132,Movie,Yaar Gaddar,1994,TV-14,148 min,Dramas, When his brother becomes involved in a deadly bank robbery  a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive. 
80093104,Movie,Zipi & Zape y la Isla del Capitan,2016,TV-PG,105 min,Children & Family Movies, At Christmas  Zip and Zap take a trip with their parents to a remote island  where a friendly woman runs a children's home and mystery awaits. 
80114498,Movie,Exit Afghanistan,2013,TV-MA,58 min,Documentaries, Featuring interviews with participants on all sides  this documentary questions Norway and the West's protracted military involvement in Afghanistan. 
80106979,Movie,Jim Jefferies: Freedumb,2016,TV-MA,87 min,Stand-Up Comedy, Returning for a second Netflix comedy special  Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville  Tennessee. 
80053140,Movie,King Jack,2015,NR,81 min,Dramas, Already coping with a bully  a mercurial older brother and summer school  15-year-old Jack is saddled with his young cousin for an eventful weekend. 
80105672,Movie,Road to Yesterday,2015,NR,96 min,Dramas, Their marriage failing  Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord. 
80114700,Movie,Stealing History,2006,TV-PG,52 min,Documentaries, Journalists expose how smugglers  dealers  collectors and scholars promote plunder of ancient artifacts from war-torn Iraq  Afghanistan and Pakistan. 
80106139,Movie,Suicide (Hitabdut),2014,NR,114 min,International Movies, A failed businessman must kill himself to pay off a loan shark or his family will die  but a detective discovers the case turns on a shocking secret. 
80108386,Movie,X: Past Is Present,2015,NR,105 min,Dramas, When a middle-aged filmmaker meets an alluring stranger at a party  he's haunted by troubling memories of his past relationships. 
80085300,Movie,You Carry Me,2015,NR,157 min,Dramas, A soap opera producer  director and makeup artist each face wrenching family turmoil  from teen rebellion and marital infidelity to Alzheimer's. 
81214114,Movie,Bulletproof 2,2020,TV-MA,97 min,Action & Adventure, A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel. 
81167492,Movie,Speed Is My Need,2019,TV-14,75 min,Documentaries, This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports  superbike racing. 
80198623,Movie,GODZILLA The Planet Eater,2018,TV-14,91 min,Action & Adventure, With the earth alliance weakened  Haruo weighs siding with the Exif  whose death cult is summoning a monster that can destroy the world. 
81062853,Movie,Next Enti?,2018,TV-14,117 min,Comedies, Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship  before suddenly crossing paths again. 
80220814,Movie,Solo: A Star Wars Story,2018,PG-13,135 min,Action & Adventure, A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca  a crew of space smugglers and a cunning old friend. 
81046962,Movie,Solo: A Star Wars Story (Spanish Version),2018,PG-13,135 min,Action & Adventure, A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca  a crew of space smugglers and a cunning old friend. 
80150242,Movie,The Monster,2016,R,91 min,Horror Movies, A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature. 
80213403,Movie,Alien Contact: Outer Space,2017,TV-PG,63 min,Documentaries, This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system. 
80233024,Movie,The House Next Door,2017,TV-14,135 min,Horror Movies," In this Hindi version of ""Aval "" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood. "
1193180,Movie,Kurt & Courtney,1998,R,95 min,Documentaries, This film charts Nirvana's Kurt Cobain's rise to fame  his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death. 
70251894,Movie,The Conjuring,2013,R,112 min,Horror Movies, Based on true events  this spine-chiller tells the story of a New England family who begins having encounters with spirits in their farmhouse. 
80077923,Movie,Tom Segura: Mostly Stories,2016,TV-MA,74 min,Stand-Up Comedy," The bearded  bawdy and comically bitter Tom Segura gets real about body piercings  the ""Area 51"" of men's bodies  and the lie he told Mike Tyson. "
80173542,Movie,A Ghost Story,2017,R,92 min,Dramas, Following a fatal car crash  a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open. 
80233408,Movie,Live Twice| Love Once,2020,TV-MA,102 min,Comedies, When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease  he and his family embark on a quest to reunite him with his childhood crush. 
70142888,Movie,The Tourist,2010,PG-13,103 min,Action & Adventure, An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent. 
81005561,Movie,Catwalk: Tales from the Cat Show Circuit,2018,TV-PG,75 min,Documentaries, This fun  charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat. 
81048548,Movie,Komola Rocket,2018,TV-14,95 min,Dramas, As the lives of rich and poor passengers aboard a steamship unfold  buried secrets  lustful affairs and selfish desires are exposed. 
81045052,Movie,Pahuna,2018,TV-PG,82 min,Comedies, Fleeing unrest in their native Nepal  three young siblings separated from their parents must beat the odds to survive on their own in India. 
80079428,Movie,Miss Sharon Jones!,2015,TV-MA,94 min,Documentaries, This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage. 
80096786,Movie,Under the Shadow,2016,PG-13,84 min,Horror Movies, During the Iran-Iraq conflict  a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work. 
80200744,Movie,House of Z,2016,TV-14,88 min,Documentaries, Featuring archival footage and exclusive interviews  this documentary looks at the rise  fall and comeback of charismatic fashion designer Zac Posen. 
80097725,Movie,Coin Heist,2017,TV-14,98 min,Children & Family Movies, When a crisis threatens to destroy their high school  four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint. 
80128657,Movie,Growing Up Coy,2016,TV-PG,82 min,Documentaries, Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter  Coy  in a landmark civil rights case. 
70295415,Movie,LEGO: Marvel Super Heroes: Maximum Overload,2013,TV-Y7-FV,22 min,Children & Family Movies, Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys. 
80125627,Movie,Rustom,2016,TV-14,141 min,Dramas, A decorated naval officer kills his wife's lover  leading to a sensational trial and a national obsession over passion versus premeditated murder. 
81037970,Movie,3 Heroines,2016,TV-PG,124 min,Dramas, Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988. 
81037984,Movie,5 Cowok Jagoan,2017,TV-MA,106 min,Action & Adventure, Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues. 
81037986,Movie,Chaotic Love Poems,2016,TV-14,86 min,Dramas, Spanning the 1970s  ‘80s and ‘90s  this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia. 
81037985,Movie,Love You... Love You Not,2015,TV-14,115 min,Comedies, A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend. 
80153895,Movie,Mara,2017,TV-MA,99 min,Horror Movies, When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife  she uncovers a case like no other. 
70026431,Movie,Nang Nak,1999,TV-14,101 min,Horror Movies, In this adaptation of a Thai folk tale  a man returns from war to his family  unaware of a sad secret about what happened to them while he was away. 
80020885,Movie,Soekarno,2013,TV-MA,142 min,Dramas, This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule. 
80002667,Movie,Before I Wake,2016,PG-13,97 min,Horror Movies, Still mourning the death of their son  Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability. 
80213400,Movie,Don Quixote: The Ingenious Gentleman of La Mancha,2015,TV-14,83 min,Comedies, In this modern adaptation of a Spanish classic  an eccentric  elderly gentleman sets out with his honest sidekick to right the wrongs of the world. 
80148595,Movie,Back and Forth,2016,NR,95 min,Comedies, When their car breaks down en route to São Paulo  a father and son accept a ride from four beautiful telemarketers who are headed there on holiday. 
70301484,Movie,Kraftidioten,2014,TV-MA,117 min,Comedies, When he sets out to avenge his son's murder  mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival. 
80038358,Movie,Rampage: President Down,2016,TV-MA,100 min,Action & Adventure, Lone-wolf vigilante Bill Williamson is back  taking aim at the U.S. government and eluding the pursuit of two FBI agents who are on his trail. 
80998427,Movie,And Breathe Normally,2018,TV-14,102 min,Dramas, An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways. 
81000860,Movie,El Potro: Unstoppable,2018,TV-MA,122 min,Dramas," Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life. "
81030789,Movie,Lionheart,2018,TV-PG,95 min,Comedies, When her father falls ill  Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world. 
80134893,Movie,Marvel's Hulk: Where Monsters Dwell,2016,PG,75 min,Children & Family Movies, On Halloween  the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare  ruler of the Dream Dimension. 
81047683,Movie,Agatha and the Truth of Murder,2018,TV-14,92 min,Dramas, In a dramatized depiction of her 11-day disappearance  novelist Agatha Christie solving a real murder amid a crisis in her writing and marriage. 
81049950,Movie,Hantu Kak Limah,2018,TV-14,110 min,Comedies, When Kak Limah turns up dead shortly after her marriage to a much younger man  her pesky ghost haunts the villagers  who can't seem to get rid of her. 
81047677,Movie,I Dream Of Dance,2017,TV-PG,106 min,Children & Family Movies, Experience the joy and sacrifice of one of the nation's premier dance companies as its members and instructors prepare for a prestigious competition. 
80188596,Movie,Love Off the Cuff,2017,TV-MA,120 min,Comedies, Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda. 
81016360,Movie,The Gentleman Driver,2018,TV-MA,83 min,Documentaries, This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed  both at work and on the track. 
70307659,Movie,The Hundred-Foot Journey,2014,PG,123 min,Comedies, A chef and his family leave India to open an eatery in the south of France  where they clash with the haughty restaurateur across the street. 
80224476,Movie,Expedition Happiness,2017,TV-PG,96 min,Documentaries, A filmmaker and his musician girlfriend attempt an epic road trip with their dog  traveling across North America in a refurbished school bus. 
80133549,Movie,Bill Burr: Walk Your Way Out,2017,TV-MA,78 min,Stand-Up Comedy, No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food  overpopulation  dictators and gorilla sign language. 
80081958,Movie,Semana Santa,2015,NR,87 min,Dramas, A single mother  her boyfriend and her 8-year-old son take a weeklong resort vacation  during which secrets and relationship strains take their toll. 
81035398,Movie,Maharaja: The Story of Ranjit Singh,2010,TV-14,56 min,Dramas, The tale of legendary warrior king Ranjit Singh  and his rise to establishing Punjab’s Sikh empire  comes to life in this animated feature. 
70113347,Movie,Sat Sri Akal,2008,TV-PG,141 min,Dramas, Based on true events  this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes. 
80097389,Movie,Swiss Army Man,2016,R,97 min,Comedies, A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live. 
80221639,Movie,The Incredibles 2,2018,PG,118 min,Children & Family Movies, When Elastigirl gets recruited for a high-profile crime-fighting mission  Mr. Incredible takes on his toughest assignment ever: full-time parenting. 
70099120,Movie,The Longshots,2008,PG,95 min,Comedies, When an 11-year-old girl becomes Pop Warner football's first female quarterback  she raises eyebrows – till she takes her team to the brink of glory. 
81024718,Movie,Virsa,2010,TV-14,127 min,Dramas, A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals. 
21028726,Movie,Jerry Seinfeld: I'm Telling You for the Last Time,1998,TV-G,69 min,Stand-Up Comedy, Months after his classic TV sitcom ends  the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour. 
80019930,Movie,Monster High: Freaky Fusion,2014,TV-Y7,74 min,Children & Family Movies, When Frankie Stein travels back in time  a teen scientist follows her home into the present and causes a lab accident that creates four new monsters. 
81006825,Movie,All the Freckles in the World,2020,TV-14,90 min,Comedies, Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush. 
81213891,Movie,Deewangee,2002,TV-MA,156 min,International Movies, Hired by a singer to defend her friend  who has been accused of murder  a formidable lawyer learns that the man he represents may not be innocent. 
498716,Movie,Ferris Bueller's Day Off,1986,PG-13,103 min,Classic Movies, Ferris convinces his entire school he's at death's door  then hits the streets of Chicago with his girlfriend and best friend for a day of fun. 
80220085,Movie,Occupation,2018,R,120 min,Action & Adventure, When aliens take over their small Australian town  a modest group of survivors must unite to fend off their otherworldly intruders. 
80244855,Movie,Pope Francis: A Man of His Word,2018,PG,96 min,Documentaries, Documentary filmmaker Wim Wenders travels the world with Pope Francis  recording the controversial pontiff's humanist views in a sharply divided age. 
80134966,Movie,Jen Kirkman: Just Keep Livin’?,2017,TV-MA,69 min,Stand-Up Comedy, Incisive comic Jen Kirkman gets real about women's bodies  the value of alone time and an Italian private tour guide who may have been a ghost. 
80220813,Movie,Ant-Man and the Wasp,2018,PG-13,118 min,Action & Adventure, Problems big and small pop up when Scott Lang  aka Ant-Man  gets drafted by Dr. Hank Pym and Hope van Dyne  aka the Wasp  for an urgent rescue mission. 
81048561,Movie,Bhasmasur,2017,TV-14,74 min,Dramas, In this heart-wrenching coming-of-age story  a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey. 
80237903,Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,TV-14,91 min,Stand-Up Comedy," Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg  Chris Rock and Vicente Fernández in this stand-up special for 2019. "
81026705,Movie,High Society,2018,TV-MA,137 min,Dramas, A deputy curator of a chaebol-funded art gallery and her husband  a politically ambitious economics professor  will do anything to join the über-elite. 
80122209,Movie,Up Among  The Stars,2018,TV-MA,86 min,Dramas, A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical  imaginary stories to maintain their bond. 
80109193,Movie,Holy Camp!,2017,TV-14,108 min,Comedies, In this musical comedy  two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns. 
80208468,Movie,Hostages,2017,TV-MA,91 min,Documentaries, Witnesses recount the shocking 1996 hostage crisis in Lima  Peru  where rebels held scores of high-level figures captive at an ambassador's residence. 
80214582,Movie,Patient Seventeen,2017,TV-14,68 min,Documentaries, A surgeon claims to remove high tech microchips that aliens used to manipulate the human race. This documentary seeks to separate fact from fiction. 
80168198,Movie,The Force,2017,TV-MA,92 min,Documentaries, This documentary follows the police of Oakland  California  as they reform and face the challenges of corruption  commitment and cataclysmic change. 
80117940,Movie,Journey to Greenland,2016,TV-14,99 min,Comedies, When they flee Paris for a remote village in Greenland  two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds. 
80998786,Movie,Alt-Right: Age of Rage,2018,TV-MA,106 min,Documentaries, This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency. 
81047898,Movie,Habibie & Ainun,2012,TV-14,125 min,Dramas," This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives. "
81057249,Movie,Nathicharami,2018,TV-14,114 min,Dramas, Reeling from the loss of her husband  a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality. 
81047900,Movie,Rudy Habibie,2016,TV-14,143 min,Dramas, A biopic that explores the hardships and triumphs of the early life of B. J. Habibie  a transformative president of Indonesia. 
81047899,Movie,Surga Yang Tak Dirindukan,2015,TV-14,121 min,Dramas, After saving an unwed expectant mother who's injured in a car accident  a happily married man takes her as his second wife – without telling his first. 
81047901,Movie,Surga Yang Tak Dirindukan 2,2017,TV-14,119 min,Dramas, In this sequel to the award-winning 2015 film  Pras  Arini and Meirose face new challenges that could change the dynamic of their unique love triangle. 
70279637,Movie,Frozen Planet: On Thin Ice,2011,TV-PG,47 min,Children & Family Movies, David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there. 
80049171,Movie,Frozen Planet: The Epic Journey,2011,TV-PG,52 min,Children & Family Movies, Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants  from the north to the south. 
80099016,Movie,IBOY,2017,TV-MA,91 min,International Movies, When shards of a cell phone get lodged in a teenager's brain  he discovers he can control electronic devices and uses his newfound power for revenge. 
60024962,Movie,Biggie & Tupac,2002,R,108 min,Documentaries, British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls  digging up some surprises in the process. 
81031181,Movie,Goyo: The Boy General,2018,TV-MA,150 min,Dramas," Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."" "
80107084,Movie,A Futile and Stupid Gesture,2018,TV-MA,102 min,Comedies," In a brief life full of triumph and failure  ""National Lampoon"" co-founder Doug Kenney built a comedy empire  molding pop culture in the 1970s. "
80196589,Movie,Fakkah Fuzz: Almost Banned,2018,TV-MA,61 min,Stand-Up Comedy, Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore. 
80183089,Movie,Mau Nieto: Viviendo sobrio… desde el bar,2018,TV-MA,57 min,Stand-Up Comedy, Performing at a bar  Mexican stand-up comedian Mau Nieto dishes on his modest upbringing  his failed relationships and his attempts to stay sober. 
80125818,Movie,Mune: Guardian of the Moon,2014,PG,85 min,Children & Family Movies, When the old guardian of the moon retires  the mischievous Mune is chosen as his successor  but he worries he's not up to the job. 
80192138,Movie,Sebastián Marcelo Wainraich,2018,TV-MA,49 min,Stand-Up Comedy, Argentine comedian Sebastián Wainraich highlights the comedy in everyday life  from minibars to reasons why funerals are better than weddings. 
80169801,Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,2017,,37 min,Documentaries, Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film  historical cycles of oppression and the broken prison system. 
80239629,Movie,Animas,2018,TV-MA,88 min,Horror Movies, A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed. 
81023638,Movie,Mi Obra Maestra,2018,TV-MA,105 min,Comedies, A sly art dealer tries to revive the career of his longtime pal  a surly painter  with a risky plan that tests their morals and friendship. 
80223052,Movie,Polar,2019,TV-MA,119 min,Action & Adventure, An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young  ruthless killers to take him out. 
80190283,Movie,Acts of Vengeance,2017,R,87 min,Action & Adventure, Devastated by the murder of his wife and child  a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge. 
80148920,Movie,O Silêncio do Céu,2016,TV-MA,102 min,Dramas, After being raped in her home  a married woman chooses not to tell her husband  unaware that he has his own troubled secret and a plan for revenge. 
